V1,VDC_Jur
1.552368273,Baglung_Khunga
1.825245897,Baglung_Kusmishera
1.814653763,Baglung_Lekhani
1.60771239,Baglung_Malikathota
1.560967388,Baglung_Malma
1.563050133,Baglung_Narethanti
1.584634875,Baglung_Nisi
1.691274714,Baglung_Paiyunpata
1.719081015,Baglung_Paiyunthanthap
1.595813864,Baglung_Palakot
1.575561496,Baglung_Pandavkhani
1.599728537,Baglung_Rajkut
1.52705212,Baglung_Ranasinkiteni
1.76424629,Baglung_Rangkhani
1.761473109,Baglung_Rayadanda
1.548242277,Baglung_Resh
1.553064253,Baglung_Righa
1.679176644,Baglung_Salyan
1.818323855,Baglung_Sarkuwa
1.63058066,Baglung_Singana
1.754085463,Baglung_Sisakhani
1.610195262,Baglung_Sukhaura
1.627815793,Baglung_Sunkhani
1.399438643,Baglung_Taman
1.615769341,Baglung_Tangram
1.573592727,Baglung_Tara
1.709193868,Baglung_Tityang
0.698798854,Baitadi_Amchaur
0.761889519,Baitadi_Basantapur
0.84506384,Baitadi_Basuling
0.982412034,Baitadi_Bhatana
0.802858127,Baitadi_Bhumeswor
0.964563899,Baitadi_Bijayapur
0.665197452,Baitadi_Bilashpur
0.918089113,Baitadi_Bumiraj
0.835081425,Baitadi_Chaukham
0.828322552,Baitadi_Dasharathchanda
0.795303501,Baitadi_Dehimandau
0.909909872,Baitadi_Deulek
0.985198034,Baitadi_Dhikarim/Rim
0.956448401,Baitadi_Dhikasintad/Sitad
0.79191194,Baitadi_Dhungad
1.067598428,Baitadi_Dilasaini
0.870418447,Baitadi_DurgaBhabani
0.772970814,Baitadi_Durgasthan
0.848645246,Baitadi_Gajari
0.710939189,Baitadi_Giregada
1.034518059,Baitadi_Gokuleswor
0.834837884,Baitadi_Gujar
0.792403872,Baitadi_Gurukhola
0.799738514,Baitadi_Gwallek
0.993018718,Baitadi_Hat
0.857206947,Baitadi_Hatraj
0.649670752,Baitadi_Kaipal
0.947385761,Baitadi_Kataujpani
0.9346461,Baitadi_Kotila
1.108999036,Baitadi_Kotpetara
0.710048168,Baitadi_Kulau
0.965402955,Baitadi_Kuwakot
1.035998706,Baitadi_Mahadevsthan
0.718752252,Baitadi_Mahakali
0.727609458,Baitadi_Maharudra
0.957804333,Baitadi_Malladehi
1.024913254,Baitadi_Mathairaj
0.872264579,Baitadi_Maunali
0.668593171,Baitadi_Melauli
0.706949341,Baitadi_Nagarjun
1.035605853,Baitadi_Nwadeu
0.939150745,Baitadi_Nwali
0.680544008,Baitadi_Pancheswor
0.80430032,Baitadi_Patan
0.721022415,Baitadi_Raudidewal
0.87992833,Baitadi_Rauleswor
1.148661944,Baitadi_Rudreswor
0.681898207,Baitadi_Sakar
0.744613341,Baitadi_Salena
0.69290502,Baitadi_Sarmali
0.884602727,Baitadi_Shankarpur
0.721100709,Baitadi_Shibanath
0.853091344,Baitadi_Shikharpur
0.87439617,Baitadi_Shivaling
0.81148946,Baitadi_Siddhapur
0.854887936,Baitadi_Siddheswor
0.79011223,Baitadi_Sikash
0.757509936,Baitadi_Silanga
0.895885644,Baitadi_SreeKedar
0.903263243,Baitadi_Sreekot
1.013851359,Baitadi_Talladehi
0.815553445,Baitadi_Thalakanda
0.681416668,Baitadi_Udayadeb
0.896528621,Bajhang_Banjh
0.860916879,Bajhang_Bhairabanath
0.861140327,Bajhang_Bhamchaur
0.801617903,Bajhang_Bhatekhola
0.814362414,Bajhang_Byasi
0.778191186,Bajhang_Chainpur
0.827116279,Bajhang_Chaudhari
0.817414819,Bajhang_Dahabagar
0.865249694,Bajhang_Dangaji
0.819695723,Bajhang_Dantola
0.769263307,Bajhang_Daulichaur
0.87413704,Bajhang_Deulek
0.993209948,Bajhang_Deulikot
0.731831069,Bajhang_Dhamena
0.901972094,Bajhang_Gadaraya
0.806439879,Bajhang_Hemantabada
0.825652607,Bajhang_Kadel
0.858303402,Bajhang_Kailash
0.854793707,Bajhang_Kalukheti
0.711280077,Bajhang_Kanda
1.006643165,Bajhang_Kaphalaseri
0.890764698,Bajhang_KhaptadNationalPar
0.942457431,Bajhang_Khiratadi
0.852257831,Bajhang_Koiralakot
0.839485259,Bajhang_Kotbhairab
0.827710062,Bajhang_Kotdewal
0.799159281,Bajhang_Lamatola
0.791020919,Bajhang_Lekhgau
0.801238907,Bajhang_Luyanta
0.822159195,Bajhang_Majhigau
0.839068155,Bajhang_Malumela
0.796126968,Bajhang_Mashdev
0.834345605,Bajhang_Matela
0.826608757,Bajhang_Maulali
0.822113119,Bajhang_Melbisauni
0.861715749,Bajhang_Parakatne
0.876364939,Bajhang_Patadewal
0.843930317,Bajhang_Pauwagadhi
0.908565027,Bajhang_Pipalkot
0.939276153,Bajhang_Rayal
0.791663549,Bajhang_Rilu
0.75455661,Bajhang_Rithapata
0.827564561,Bajhang_Sainpasela
0.7861449,Bajhang_Subeda
0.830830021,Bajhang_Sunikot
0.915502311,Bajhang_Sunkuda
0.818837612,Bajhang_Surma
0.906891764,Bajhang_Syandi
0.917279503,Bajura_Atichaur
0.730294647,Bajura_Baddhu
0.796290138,Bajura_Bai
1.051990317,Bajura_Barhabise
0.715354455,Bajura_Bichhaiyan
0.957379955,Bajura_Bramhatola
0.831684321,Bajura_Budhiganga
1.046614397,Bajura_Chhatara
0.748250869,Bajura_Dahakot
0.913576847,Bajura_Dogadi
0.696602826,Bajura_Gotree
0.945470343,Bajura_Gudukhati
0.755323262,Bajura_Jagannath
0.966271458,Bajura_Jayabageswori
0.825443709,Bajura_Jugada
0.765881792,Bajura_Jukot
0.884231699,Bajura_Kailashmandau
0.938854546,Bajura_Kanda
0.908242153,Bajura_KhaptadNationalPar
0.698205417,Bajura_Kolti
0.777277647,Bajura_Kotila
0.92468551,Bajura_Kuldeumadau
0.863019716,Bajura_Manakot
0.734883474,Bajura_Martadi
0.716884295,Bajura_Pandusain
0.778475606,Bajura_Rugin
0.689144855,Bajura_Sapata
0.916050366,Bajura_Tolidewal
1.353634202,Banke_Bageswari
1.426723565,Banke_Banakatawa
1.321865421,Banke_Banakatti
1.353229224,Banke_Basudevapur
1.441406012,Banke_Bejapur
1.374792834,Banke_Belahari
1.304158629,Banke_Belbhar
1.324786183,Banke_Betahani
1.313653616,Banke_Bhawaniyapur
1.373376623,Banke_Binauna
1.452005075,Banke_Chisapani
1.385025026,Banke_Ganapur
1.331605334,Banke_Gangapur
1.323719521,Banke_Hirminiya
1.325003741,Banke_Holiya
1.320401056,Banke_Indrapur
1.291170924,Banke_Jaispur
1.371780615,Banke_Kalaphanta
1.35205794,Banke_Kamdi
1.385218681,Banke_Kanchanapur
1.445038689,Banke_Kathkuiya
1.355702743,Banke_KhajuraKhurda
1.323246989,Banke_Khaskarkado
1.524934386,Banke_Khaskusma
1.448708435,Banke_Kohalpur
1.409848208,Banke_Laxmanpur
1.409827075,Banke_Mahadevpuri
1.381180333,Banke_Manikapur
1.361300724,Banke_Matahiya
1.370568452,Banke_Narainapur
1.458311162,Banke_Naubasta
1.316006923,Banke_Nepalgunj
1.305434189,Banke_Paraspur
1.33051269,Banke_Phatepur
1.313653616,Banke_Piparhawa
1.326276876,Banke_Puraina
1.349995981,Banke_Puraini
1.237071187,Banke_Radhapur
1.449077384,Banke_Rajhena
1.366255384,Banke_Raniyapur
1.265185119,Banke_Saigaun
1.411003209,Banke_Samserganj
1.255016324,Banke_Sitapur
1.307273046,Banke_Sonapur
1.376980201,Banke_Titihiriya
1.224443077,Banke_Udarapur
1.321495433,Banke_Udayapur
1.887075206,Bara_Amarpatti
1.846576359,Bara_Amlekhganj
1.837737167,Bara_Amritgang
1.891033183,Bara_Avab
1.842532468,Bara_Babuain
1.881884627,Bara_Bachhanpurwa
1.78863574,Bara_BadakiFulbariya
1.864916773,Bara_Bagahi
1.814343014,Bara_Bahuari
1.831205206,Bara_Balirampur
1.846613081,Bara_Banjariya
1.703774645,Bara_Barainiya
1.877798125,Bara_Bariyarpur
1.703260195,Bara_Batara
1.831949687,Bara_Beldari
1.871912605,Bara_Benauli
1.892933358,Bara_Bhaganpur
1.882379678,Bara_Bhagwanpur
1.805954875,Bara_BhaluyeeArwaliya
1.858586782,Bara_BharatganjSigaul
1.812920567,Bara_Bhatauda
1.898294381,Bara_Bhodaha
1.669164782,Bara_Bishrampur
1.86538203,Bara_Bishunpur
1.903671339,Bara_Bishunpurwa
1.856332555,Bara_Buniyad
1.807140709,Bara_Chhatapipra
1.703600044,Bara_Chhatawa
1.863731632,Bara_Dahiyar
1.847957927,Bara_Dewapur
1.73255615,Bara_Dharmanagar
1.903491888,Bara_Dohari
1.929576425,Bara_Dumarwana
1.833645468,Bara_Fatepur
1.891584355,Bara_Gadhahal
1.862276621,Bara_Ganjbhawanipur
1.837737167,Bara_Golaganj
1.909964262,Bara_Haraiya
1.852044083,Bara_Hardiya
1.860599894,Bara_Hariharpur
1.902952841,Bara_Inarwamal
1.8595509,Bara_Inarwasira
1.780862517,Bara_Itiyahi
1.891796371,Bara_Jhitakaiya
1.731933266,Bara_JitpurBhawanipur
1.836848917,Bara_Kabahigoth
1.848888094,Bara_Kabahijabdi
1.88520621,Bara_Kachorwa
1.831467455,Bara_Kakadi
1.8350984,Bara_Kalaiya
1.905839999,Bara_Karaiya
1.924420143,Bara_Khopawa
1.79258367,Bara_Khutwajabdi
1.831712728,Bara_Kolhabi
1.850499,Bara_Kudawa
1.81190691,Bara_Lipanimal
1.842532468,Bara_Madhurijabdi
1.894117113,Bara_MahendraAdarsha
1.848657025,Bara_Maheshpur
1.857326812,Bara_Majhariya
1.929597558,Bara_Manaharwa
1.733905499,Bara_Matiarwa
1.80811141,Bara_Motisar
1.896712922,Bara_Narahi
1.887252232,Bara_Nijgadh
1.863693525,Bara_PakadiyaChikani
1.928499024,Bara_Paterwa
1.878036123,Bara_Patharhati
1.892082176,Bara_Pathera
1.807620516,Bara_Pheta
1.939430661,Bara_PiparaSimara
1.859685316,Bara_Piparabirta
1.854483651,Bara_PiparpatiJabadi
1.864595285,Bara_PiparpatiParchrouwa
1.923353828,Bara_PipraBasantapur
1.829657005,Bara_PipradhiGoth
1.785422937,Bara_Prasauni
1.832620031,Bara_Prastoka
1.831141117,Bara_Prasurmpur
1.741223512,Bara_Purainiya
1.873777098,Bara_Raghunathpur
1.81402984,Bara_RampurTokani
1.918851608,Bara_Rampurwa
1.911929566,Bara_Ratanpuri
1.869837482,Bara_Rauwahi
1.868888607,Bara_Sapahi
1.877688999,Bara_ShreenagarBairiya
1.872703508,Bara_Sihorwa
1.899956211,Bara_Sinhasani
1.789061504,Bara_Sisahaniya
1.859717534,Bara_Tedhakatti
1.874440514,Bara_Telkuwa
1.867994122,Bara_Tetariya
1.860555897,Bara_Uchidiha
1.868508226,Bara_Umarjan
1.871625067,Bara_n.a.
1.488773204,Bardiya_Badalpur
1.471195285,Bardiya_Baganaha
1.470689495,Bardiya_Baniyabhar
1.476657812,Bardiya_Belawa
1.463375986,Bardiya_Bhimapur
1.501412054,Bardiya_Daulatpur
1.44572393,Bardiya_Deudakala
1.455230003,Bardiya_Dhadhawar
1.458203422,Bardiya_Dhodhari
1.451063475,Bardiya_Gola
1.427804776,Bardiya_Gulariya
1.291967369,Bardiya_Jamuni
1.365547278,Bardiya_Kalika
1.476177312,Bardiya_KhairiChandanpur
1.457358129,Bardiya_Magaragadi
1.37927115,Bardiya_Mahamadpur
1.500125062,Bardiya_Manau
1.337974819,Bardiya_ManpurMainapokhar
1.480108613,Bardiya_Manpurtapara
1.426350458,Bardiya_Motipur
1.510224224,Bardiya_Nayagaun
1.435707911,Bardiya_Neulapur
1.449283165,Bardiya_Padanaha
1.491659322,Bardiya_PasupatiNagar
1.486936772,Bardiya_Patabhar
1.473183107,Bardiya_Rajapur
1.493100476,Bardiya_RoyalBardiyaNation
1.440335886,Bardiya_Sanashree
1.418453905,Bardiya_Sivapur
1.371105767,Bardiya_Sorhawa
1.481277818,Bardiya_Suryapatawa
1.440843061,Bardiya_Taratal
1.466971249,Bardiya_Thakudwara
1.857173343,Bhaktapur_Bageswari
1.796672598,Bhaktapur_Balkot
1.802874755,Bhaktapur_Bhaktapur
1.820911003,Bhaktapur_Changunarayan
1.838369404,Bhaktapur_Chhaling
1.891997647,Bhaktapur_Chitapol
1.8741166,Bhaktapur_Dadhikot
1.824862744,Bhaktapur_Duwakot
1.8999233,Bhaktapur_Gundu
1.808877369,Bhaktapur_Jhaukhel
1.809510992,Bhaktapur_Kautunje
1.820441242,Bhaktapur_MadhyapurThimi
1.693126389,Bhaktapur_Nagarkot
1.865046685,Bhaktapur_Nankhel
1.905614472,Bhaktapur_Sipadol
1.827176558,Bhaktapur_Sirutar
1.869729049,Bhaktapur_Sudal
1.874768238,Bhaktapur_Tathali
1.324455687,Bhojpur_Aamtep
1.315015091,Bhojpur_Annapurna
1.336890835,Bhojpur_Baikunthe
1.374659805,Bhojpur_Basikhola
1.405253837,Bhojpur_Basingtharpur
1.255956885,Bhojpur_Basteem
1.296484485,Bhojpur_Bhaisipankha
1.36403857,Bhojpur_Bhojpur
1.406519004,Bhojpur_Bhubal
1.412153015,Bhojpur_Bhulke
1.320133265,Bhojpur_Bokhim
1.169745401,Bhojpur_Boya
1.243378314,Bhojpur_Champe
1.258443568,Bhojpur_Changre
1.214666789,Bhojpur_Charambi
1.204873525,Bhojpur_Chaukidada
1.272178179,Bhojpur_Chhinamakhu
1.411396755,Bhojpur_Dalgaun
1.214351536,Bhojpur_Deurali
1.387924309,Bhojpur_Dewantar
1.333037135,Bhojpur_Dhotlekhani
1.2720694,Bhojpur_Dobhane
1.428036192,Bhojpur_Dummana
1.434665153,Bhojpur_Gogane
1.255327073,Bhojpur_Guptesor
1.387236989,Bhojpur_Hasanpur
1.217214097,Bhojpur_Helauchha
1.249609572,Bhojpur_Homtang
1.204068072,Bhojpur_Jarayotar
1.237928605,Bhojpur_Keemalung
1.182866136,Bhojpur_Keurepani
1.325536899,Bhojpur_Khairang
1.262456973,Bhojpur_Khartimchha
1.222596599,Bhojpur_Khatamma
1.397743901,Bhojpur_Khawa
1.398042872,Bhojpur_Kota
1.231374473,Bhojpur_Kudakkaule
1.176025506,Bhojpur_Kulunga
1.470728988,Bhojpur_Lekharka
1.331846451,Bhojpur_ManeBhanjyang
1.168409908,Bhojpur_Mulpani
1.381502167,Bhojpur_Nagi
1.160631142,Bhojpur_Nepaledada
1.464612745,Bhojpur_Okhre
1.452386842,Bhojpur_Pangcha
1.320376806,Bhojpur_Patlepani
1.425089449,Bhojpur_Pawala
1.253021919,Bhojpur_Pyauli
1.316635696,Bhojpur_Ranibas
1.179463489,Bhojpur_Sangpang
1.237488291,Bhojpur_SanoDumma
1.289363246,Bhojpur_Shyamsila
1.297746881,Bhojpur_Siddheswor
1.35999745,Bhojpur_Sindrang
1.349345384,Bhojpur_Taksar
1.442747393,Bhojpur_Thidingkha
1.302244251,Bhojpur_ThuloDumma
1.18079621,Bhojpur_Timma
1.280942542,Bhojpur_TiwariBhangyan
1.173722431,Bhojpur_Tunggechha
1.460678326,Bhojpur_Walangkha
1.229562291,Bhojpur_Yaku
1.227426889,Bhojpur_Yangpang
1.882078629,Chitawan_Ayodhyapuri
1.856360269,Chitawan_Bachhyauli
1.828585147,Chitawan_Bagauda
2.061035289,Chitawan_Bhandara
2.07063074,Chitawan_Bharatpur
2.061832774,Chitawan_Birendranagar
2.083966263,Chitawan_Chainpur
2.0038246,Chitawan_ChandiBhanjyang
2.050878272,Chitawan_Dahakhani
1.921001214,Chitawan_Darechok
1.938377164,Chitawan_Dibyanagar
1.890869667,Chitawan_Fulbari
1.821950643,Chitawan_Gardi
1.919689972,Chitawan_Gitanagar
1.989148735,Chitawan_Gunjanagar
1.959506696,Chitawan_Jagatpur
2.107400256,Chitawan_Jutpani
2.081391933,Chitawan_Kabilas
2.005081799,Chitawan_Kathar
2.040483951,Chitawan_Kaule
2.045905252,Chitawan_Khairahani
1.955868129,Chitawan_Korak
1.906221419,Chitawan_Kumroj
1.92317403,Chitawan_Lothar
1.842843909,Chitawan_MadiKalyanpur
1.936873652,Chitawan_Mangalpur
1.862841997,Chitawan_Meghauli
1.824140781,Chitawan_Padampur
1.939207213,Chitawan_Parbatipur
1.8482226,Chitawan_Patihani
2.008025772,Chitawan_Piple
2.051119042,Chitawan_Pithuwa
1.965652385,Chitawan_Ratnanagar
1.994866929,Chitawan_RoyalChitawanNatio
1.957796019,Chitawan_Saradanagar
2.114743904,Chitawan_Shaktikhor
1.905586065,Chitawan_Sibanagar
1.983051546,Chitawan_Siddi
1.980286332,Chitawan_Sukranagar
0.659804557,Dadeldhura_Ajayameru
0.848004002,Dadeldhura_Alital
0.608925592,Dadeldhura_Amargadhi
0.724824152,Dadeldhura_Ashigram
0.570061207,Dadeldhura_Bagarkot
0.756448817,Dadeldhura_Belapur
0.587739592,Dadeldhura_Bhadrapur
0.61898734,Dadeldhura_Bhageswor
0.587014511,Dadeldhura_Chipur
0.603182456,Dadeldhura_DewalDibyapur
0.680221827,Dadeldhura_Ganeshpur
0.710101172,Dadeldhura_Gankhet
0.940472726,Dadeldhura_Jogbuda
0.683617199,Dadeldhura_Kailapalamandau
0.723283918,Dadeldhura_Koteli
0.717572307,Dadeldhura_Manilek
0.696300045,Dadeldhura_Mashtamandau
0.715153178,Dadeldhura_Nawadurga
0.679858767,Dadeldhura_Rupal
0.634603766,Dadeldhura_Samejee
0.82260228,Dadeldhura_Sirsha
1.440538548,Dailekh_AwalParajul
1.374090965,Dailekh_BadaKhola
1.398200151,Dailekh_Badabhairab
1.328653048,Dailekh_Badalamji
1.096557652,Dailekh_Baluwatar
1.286094321,Dailekh_Bansi
1.476518893,Dailekh_Baraha
1.489035452,Dailekh_Belpata
1.191117781,Dailekh_Bhawani
1.41541605,Dailekh_Bindhyabasini
1.174972701,Dailekh_Bisalla
1.242439139,Dailekh_Chamunda
1.359871003,Dailekh_Chauratha
1.473135299,Dailekh_DadaParajul
1.427840459,Dailekh_Dullu
1.560307437,Dailekh_Gamaudi
1.538938521,Dailekh_Gauri
1.428147397,Dailekh_Goganpani
1.287454756,Dailekh_Jaganath
1.21712645,Dailekh_Jambukandh
1.575878827,Dailekh_KalBhairab
0.877700778,Dailekh_Kalika
1.115013774,Dailekh_Kasikandh
1.332270829,Dailekh_Katti
1.298564805,Dailekh_Khadkawada
1.245852872,Dailekh_Kharigera
1.184547367,Dailekh_Kusapani
1.201409213,Dailekh_Lakandra
1.431798435,Dailekh_Lakuri
1.423303249,Dailekh_Lalikanda
1.216502181,Dailekh_LyatiBindraseni
1.284578338,Dailekh_MairiKalikathum
1.513957367,Dailekh_Malika
1.204781721,Dailekh_Moheltolee
1.417865319,Dailekh_Narayan
1.341360144,Dailekh_NauleKatuwal
1.309542517,Dailekh_Nepa
1.093516332,Dailekh_Nomule
0.946129601,Dailekh_Odhari
1.318082046,Dailekh_Padukasthan
1.345685684,Dailekh_Pagnath
1.469975154,Dailekh_Piladi
1.114550942,Dailekh_Pipalkot
1.510636477,Dailekh_PusakotChiudi
1.200193239,Dailekh_RakamKarnali
1.191687314,Dailekh_Raniban
1.430397814,Dailekh_RawatKot
1.324452569,Dailekh_Room
1.251113083,Dailekh_Salleri
1.166239863,Dailekh_Santalla
1.37427873,Dailekh_Seri
1.187494111,Dailekh_Sigaudi
1.17747532,Dailekh_Sinhasain
1.179568804,Dailekh_Tilepata
1.198948166,Dailekh_Toli
1.197657363,Dailekh_Tolijaisi
1.436256658,Dang_Baghmare
1.614627157,Dang_Bela
1.561517521,Dang_Bijauri
1.679214058,Dang_Chaulahi
1.518741582,Dang_Dhanauri
1.556061922,Dang_Dharna
1.541189977,Dang_Dhikpur
1.568507464,Dang_Duruwa
1.69299717,Dang_Gadhawa
1.694427238,Dang_Gangapraspur
1.764489485,Dang_Gobardiya
1.603795292,Dang_Goltakuri
1.586052125,Dang_Halwar
1.557674213,Dang_Hansipur
1.564766007,Dang_Hapur
1.582888862,Dang_Hekuli
1.480203535,Dang_Kabhre
1.669551746,Dang_Koilabas
1.69671507,Dang_Lalmatiya
1.520231236,Dang_Laxmipur
1.44805472,Dang_Loharpani
1.599672068,Dang_Manpur
1.574076692,Dang_Narayanpur
1.479980434,Dang_Panchakule
1.54193134,Dang_Pawannagar
1.582550745,Dang_Phulbari
1.445819545,Dang_Purandhara
1.568241058,Dang_Rajpur
1.508086051,Dang_Rampur
1.528981742,Dang_Saidha
1.627279864,Dang_Satbariya
1.549228567,Dang_Saudiyar
1.510392243,Dang_Shantinagar
1.54075867,Dang_Shreegaun
1.688260763,Dang_Sisahaniya
1.682993276,Dang_Sonpur
1.480001912,Dang_Syuja
1.621149764,Dang_Tarigaun
1.564935065,Dang_TribhuwanNagar
1.587185995,Dang_Tulsipur
1.611596923,Dang_Urahari
1.36836411,Darchula_Bhagawati
1.194611886,Darchula_Boharigau
1.190054237,Darchula_Bramhadev
0.711783788,Darchula_Byash
1.227403678,Darchula_Chhapari
1.096559384,Darchula_Dadakot
1.280669208,Darchula_Dattu
1.184462491,Darchula_Dethala
1.311797784,Darchula_Dhap
1.129864933,Darchula_Dhari
1.032050083,Darchula_Dhaulakot
1.225612975,Darchula_Dhuligada
1.097390472,Darchula_Eyarkot
0.808878062,Darchula_Ghusa
1.177499917,Darchula_Gokuleswor
0.925864069,Darchula_Guljar
1.299371297,Darchula_Gwani
1.033773578,Darchula_Hikila
1.223269715,Darchula_Hunainath
1.051808787,Darchula_Huti
1.238746875,Darchula_Kante
1.276637788,Darchula_Khalanga
0.795842202,Darchula_Khandeswori
1.16809327,Darchula_Khar
1.090383901,Darchula_Kharkada
0.997626946,Darchula_Lali
1.093591161,Darchula_Latinath
1.359130679,Darchula_Malikarjun
1.042297171,Darchula_Pipalchauri
1.236337446,Darchula_Ranisikhar
0.904711672,Darchula_Rapla
1.095537758,Darchula_Rithachaupata
1.27417293,Darchula_Sankarpur
1.118824171,Darchula_Seri
0.992252413,Darchula_Sharmauli
1.140656612,Darchula_Sikhar
1.086793142,Darchula_Sipti
0.980920994,Darchula_Sitaula
1.027925473,Darchula_Sunsera
1.033200581,Darchula_Tapoban
1.106452766,Darchula_Uku
1.818225122,Dhading_Aginchok
1.91650038,Dhading_Baireni
1.834125275,Dhading_Baseri
1.966388898,Dhading_Benighat
1.981013145,Dhading_Bhumesthan
1.850310195,Dhading_Budhathum
1.805165359,Dhading_Chainpur
1.849378295,Dhading_ChhatreDyaurali
